,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Proba guess
602,7379,33,self-employed,married,basic.6y,no,no,no,telephone,may,fri,648,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0805295271283859
603,35029,35,admin.,single,high.school,no,yes,no,cellular,may,fri,7,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.23170231048579204
604,13383,57,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,601,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.20762566180381437
605,35539,41,management,divorced,high.school,no,no,no,cellular,may,mon,261,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.9173335630816306
606,22779,33,technician,married,professional.course,no,yes,no,cellular,aug,mon,417,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.7113145181364867
607,29985,47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,100,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5538846110514143
608,30937,31,blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,183,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.30451798792062024
609,30640,56,services,married,high.school,no,yes,no,cellular,may,mon,520,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.8348540476317985
610,9415,40,technician,married,basic.9y,no,no,no,telephone,jun,fri,27,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.43530595762951996
611,21709,60,retired,married,basic.4y,no,no,no,cellular,aug,tue,332,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.9234562151187752
612,37091,35,entrepreneur,married,high.school,no,no,no,cellular,jul,wed,1084,4,999,0,nonexistent,-2.9,92.469,-33.6,0.933,5076.2,1,0.7060518043359332
613,38925,21,student,single,professional.course,no,no,no,telephone,nov,wed,250,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,0.47803130796528337
614,20746,57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.1262101037493587
615,16622,39,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,123,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.9760435504677476
616,37533,31,technician,married,university.degree,no,no,no,cellular,aug,thu,158,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.15983365034409336
617,34813,33,blue-collar,single,basic.6y,no,no,no,cellular,may,thu,100,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.2026021252196626
618,6705,47,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.43118175516037094
619,28159,55,technician,married,professional.course,no,yes,no,cellular,apr,mon,371,3,999,2,failure,-1.8,93.075,-47.1,1.466,5099.1,0,0.40420190577514725
620,358,33,services,married,basic.4y,no,no,no,telephone,may,mon,229,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.14675148076429412
621,13046,30,technician,single,professional.course,no,no,no,cellular,jul,tue,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.7293189193611234
622,6619,43,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,123,18,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.18874506687718595
623,18213,33,admin.,divorced,high.school,no,no,no,cellular,jul,wed,57,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6438956443116628
624,3631,57,management,divorced,university.degree,no,yes,no,telephone,may,fri,754,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.7543059505762987
625,33987,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,180,2,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.21073239208332073
626,24877,48,services,married,high.school,no,yes,no,cellular,nov,tue,71,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.60095424810764
627,3877,33,admin.,married,university.degree,no,no,no,telephone,may,fri,243,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.7489283752458364
628,1352,33,management,married,university.degree,no,no,no,telephone,may,thu,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.6382187106203334
629,14581,37,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.5971273029466491
630,39402,84,retired,divorced,basic.4y,no,no,no,cellular,apr,thu,220,2,999,2,failure,-1.8,93.749,-34.6,0.635,5008.7,0,0.29548228565549706
631,20152,39,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,316,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.7316064712415088
632,32944,38,services,married,high.school,no,no,no,cellular,may,mon,171,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.9453084399999497
633,1311,37,technician,single,university.degree,no,no,no,telephone,may,thu,500,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.42556139026154693
634,55,55,technician,married,professional.course,no,yes,no,telephone,may,mon,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7821818168314053
635,1337,37,blue-collar,married,professional.course,no,yes,yes,telephone,may,thu,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.056141039661915304
636,39034,57,admin.,single,high.school,no,no,no,cellular,dec,mon,388,1,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.8352716024899659
637,37629,27,self-employed,single,university.degree,no,no,no,cellular,aug,mon,241,2,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,0.1922500168221477
638,5866,37,management,divorced,high.school,no,yes,no,telephone,may,mon,63,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3950968688899732
639,33681,29,blue-collar,divorced,basic.9y,no,yes,yes,cellular,may,wed,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.30008104592535645
640,27824,29,technician,married,professional.course,no,no,no,cellular,mar,thu,186,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1,0.08010364380604929
641,9607,50,management,married,high.school,no,no,no,telephone,jun,mon,65,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.9046310029362429
642,31909,31,services,married,high.school,no,no,no,cellular,may,thu,582,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.37015417755373825
643,16341,50,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,1226,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.5306974384761395
644,20808,46,retired,married,basic.9y,no,yes,no,cellular,aug,wed,394,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.49411626589632507
645,15367,27,admin.,single,high.school,no,yes,no,telephone,jul,fri,41,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.13216114194293815
646,37056,20,student,single,high.school,no,yes,no,cellular,jul,wed,349,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1,0.20645405888943302
647,9987,57,retired,single,high.school,no,no,no,telephone,jun,wed,904,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.07618880903232117
648,1033,40,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,374,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.5079216999452875
649,5876,35,technician,married,professional.course,no,no,no,telephone,may,mon,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2615495518329871
650,20886,36,technician,married,professional.course,no,yes,no,cellular,aug,thu,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3570616088827919
651,19760,32,admin.,married,high.school,no,no,no,cellular,aug,fri,52,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.10806532869723684
652,9393,35,blue-collar,divorced,basic.6y,no,no,no,telephone,jun,fri,81,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.7875518396525072
653,40856,50,management,married,university.degree,no,yes,no,cellular,oct,fri,197,2,999,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,0,0.1065838767888011
654,27117,31,unemployed,single,university.degree,no,yes,no,cellular,nov,fri,30,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.9857088237131878
655,17477,59,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.17716116443841734
656,37670,63,retired,married,university.degree,no,no,no,telephone,aug,tue,280,3,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0,0.5724051124346493
657,20634,31,services,single,university.degree,no,yes,no,cellular,aug,wed,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.044845334589088126
658,33404,32,technician,single,university.degree,no,yes,no,cellular,may,tue,211,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.7871162896558341
659,6737,46,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,258,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.18960594781829654
660,14127,53,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.5279039784081266
661,14915,26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,455,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.7400775431590716
662,32139,35,services,single,high.school,no,yes,yes,cellular,may,fri,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.14993148491725594
663,25107,39,management,married,university.degree,no,no,no,cellular,nov,tue,368,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.5510871741869717
664,21612,30,technician,married,high.school,no,no,no,cellular,aug,tue,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2166172083287794
665,27893,28,admin.,single,university.degree,no,no,no,cellular,mar,wed,506,2,999,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,1,0.7591960493171447
666,36363,31,blue-collar,single,basic.9y,no,yes,yes,cellular,jun,tue,103,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,1,0.7229151935562137
667,17169,57,retired,single,basic.4y,no,no,no,telephone,jul,fri,102,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.17654903427708302
668,32692,48,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,236,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.8619665576670734
669,2738,43,services,married,high.school,no,no,no,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.019775099516344263
670,38633,52,management,married,basic.6y,no,no,no,cellular,nov,mon,209,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.8602369974231152
671,26191,29,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,143,6,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.5589038111609383
672,1673,33,technician,divorced,professional.course,no,yes,no,telephone,may,fri,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4032204721058492
673,36590,51,unemployed,married,basic.6y,no,yes,no,cellular,jun,thu,79,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,0.7587469310223366
674,15821,35,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,56,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.7169290016924699
675,6408,29,blue-collar,single,high.school,no,yes,no,telephone,may,wed,74,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.9873261748084265
676,5561,41,admin.,single,high.school,no,no,no,telephone,may,mon,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2780850486129828
677,30268,30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,316,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.0037936724093425855
678,29315,38,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,61,2,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.9339026083148878
679,21871,56,admin.,married,university.degree,no,no,no,cellular,aug,wed,552,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.8578971045378938
680,31206,42,services,married,high.school,no,no,no,cellular,may,wed,990,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.7288508775192559
681,43,57,admin.,married,university.degree,no,no,yes,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.5166887829215384
682,18216,35,admin.,single,high.school,no,no,no,cellular,jul,wed,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.706956245248761
683,24651,49,management,married,university.degree,no,yes,yes,cellular,nov,mon,308,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.7805295568767427
684,19227,39,technician,single,university.degree,no,yes,no,cellular,aug,wed,224,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.3748759435368594
685,23642,32,technician,married,university.degree,no,no,no,cellular,aug,thu,12,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.7703225253299576
686,2160,29,admin.,single,high.school,no,yes,no,telephone,may,mon,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7506243191751754
687,35935,46,admin.,single,university.degree,no,yes,no,cellular,may,mon,92,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.6132112115442597
688,34045,35,admin.,married,high.school,no,yes,no,cellular,may,wed,163,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.4018659239678374
689,29384,45,services,single,basic.9y,no,no,no,telephone,apr,fri,541,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.6973080192643409
690,30125,30,technician,single,university.degree,no,yes,no,telephone,apr,wed,169,8,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0,0.0031128578251921057
691,23831,34,technician,married,professional.course,no,no,no,cellular,aug,fri,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.7748966467245978
692,8985,43,admin.,married,basic.9y,no,yes,no,telephone,jun,thu,189,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.896416602456847
693,39298,66,retired,married,high.school,no,no,no,cellular,mar,tue,881,3,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7,1,0.23931570743750463
694,36026,27,admin.,single,university.degree,no,no,no,cellular,may,tue,134,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,0,0.12076718430922972
695,9012,43,admin.,married,professional.course,no,yes,no,telephone,jun,thu,193,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.2202839877937276
696,6405,33,management,married,university.degree,no,yes,no,telephone,may,tue,346,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3020967312900983
697,23397,52,technician,divorced,professional.course,no,no,no,cellular,aug,wed,79,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.8830285085638342
698,34781,27,blue-collar,married,high.school,no,no,no,cellular,may,thu,136,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.5431664302380945
699,4906,44,technician,married,high.school,no,yes,no,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.2867116496064306
700,37319,59,technician,single,basic.6y,no,no,no,telephone,aug,tue,181,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.13835468979294652
701,2591,58,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,437,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.29014446310454167
702,32600,53,blue-collar,single,basic.4y,no,yes,no,cellular,may,mon,267,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.6138710897412526
703,18912,33,student,divorced,professional.course,no,no,no,cellular,aug,mon,1110,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,1,0.3241385298974466
704,8537,33,admin.,married,university.degree,no,no,no,telephone,jun,wed,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.45736018169099846
705,36107,26,student,single,high.school,no,yes,no,cellular,may,tue,189,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.44411710701661444
706,26372,37,unemployed,married,professional.course,no,yes,no,cellular,nov,thu,318,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.8281353607315121
707,33847,38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,204,1,11,1,success,-1.8,92.893,-46.2,1.281,5099.1,0,0.4263481542362306
708,39550,26,admin.,single,university.degree,no,yes,no,cellular,apr,thu,115,2,999,1,failure,-1.8,93.749,-34.6,0.659,5008.7,0,0.3456988211755023
709,11505,36,services,married,high.school,no,no,no,telephone,jun,fri,166,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.6749716048091052
710,28321,35,admin.,married,high.school,no,yes,no,cellular,apr,wed,1190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.22148205573352875
711,2743,45,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4672458239265538
712,14448,23,blue-collar,single,basic.9y,no,no,no,cellular,jul,tue,126,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.31476568732401644
713,17764,42,admin.,married,basic.9y,no,no,yes,cellular,jul,tue,336,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.6268556021628346
714,10623,44,technician,single,high.school,no,yes,no,telephone,jun,tue,445,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.8773604746948126
715,18125,33,technician,married,professional.course,no,yes,no,cellular,jul,wed,144,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.4476890001456285
716,34754,32,blue-collar,single,high.school,no,yes,no,cellular,may,thu,205,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.7844574187919231
717,30141,28,admin.,single,high.school,no,no,no,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.4569657005615504
718,10938,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,29,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.6562293317171314
719,15361,33,management,single,university.degree,no,yes,no,cellular,jul,fri,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.13184097502750214
720,14673,50,management,married,university.degree,no,yes,no,cellular,jul,tue,98,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.43298150696764814
721,22976,40,technician,married,university.degree,no,yes,no,cellular,aug,mon,392,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.9093119886549367
722,19945,52,services,married,professional.course,no,no,yes,cellular,aug,fri,173,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.6054790010309347
723,36653,44,admin.,married,university.degree,no,yes,no,cellular,jun,fri,133,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.7667745872371021
724,15426,38,services,married,high.school,no,yes,no,cellular,jul,fri,47,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.5047006080958943
725,34789,28,admin.,married,high.school,no,no,yes,cellular,may,thu,386,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.49805562482800747
726,9143,26,services,single,high.school,no,no,no,telephone,jun,fri,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.8428998401928499
727,3331,36,blue-collar,married,professional.course,no,yes,yes,telephone,may,thu,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.06780693434095375
728,11518,38,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,174,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.5732722715496846
729,22294,29,technician,single,high.school,no,yes,no,cellular,aug,thu,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.9427625754329493
730,16739,41,technician,single,university.degree,no,no,no,cellular,jul,thu,537,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.5178600481723219
731,20224,31,technician,single,professional.course,no,no,no,cellular,aug,mon,370,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.1944658095278845
732,25342,34,admin.,married,university.degree,no,no,no,cellular,nov,tue,140,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.8479393924434762
733,8131,42,self-employed,married,university.degree,no,no,no,telephone,jun,mon,180,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.25163914235585283
734,6182,44,admin.,married,basic.9y,no,no,no,telephone,may,tue,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.700726036482538
735,4046,44,admin.,married,basic.4y,no,no,no,telephone,may,mon,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.5402609403968999
736,40815,28,management,single,university.degree,no,no,no,cellular,sep,fri,133,4,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,0,0.9488362882802196
737,38520,61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,108,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.6243367024026759
738,36257,31,services,married,basic.9y,no,yes,no,cellular,jun,mon,208,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.8379779620477293
739,33062,28,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,163,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.007932876194523097
740,17106,38,technician,single,high.school,no,yes,no,cellular,jul,fri,172,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.989340056166638
